---,SideL_Tag,SideR_Tag,Ground_Tag,Side,BR,BL,B,L,R,OccupiedCells,Exits,RailClassRef,Diff_Base
BP_Curve_U90_Borderless_Caved_X1_Y1_Z1_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Curve_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BR.SM_Curve_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Curve_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BL.SM_Curve_U90_Borderless_Caved_X1_Y1_Z1_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X1_Y1_Z1/BP_Curve_U90_Borderless_Caved_X1_Y1_Z1_Rail.BP_Curve_U90_Borderless_Caved_X1_Y1_Z1_Rail_C',2
BP_Curve_U90_Borderless_Caved_X2_Y1_Z2_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X2_Y1_Z2/Proxy/SM_Curve_U90_Borderless_Caved_X2_Y1_Z2_Proxy_BR.SM_Curve_U90_Borderless_Caved_X2_Y1_Z2_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X2_Y1_Z2/Proxy/SM_Curve_U90_Borderless_Caved_X2_Y1_Z2_Proxy_BL.SM_Curve_U90_Borderless_Caved_X2_Y1_Z2_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=2),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X2_Y1_Z2/BP_Curve_U90_Borderless_Caved_X2_Y1_Z2_Rail.BP_Curve_U90_Borderless_Caved_X2_Y1_Z2_Rail_C',2.6
BP_Curve_U90_Borderless_Caved_X3_Y1_Z3_Rail,None,None,GroundLine_Caved,None,None,None,None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=0,Z=3),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X3_Y1_Z3/BP_Curve_U90_Borderless_Caved_X3_Y1_Z3_Rail.BP_Curve_U90_Borderless_Caved_X3_Y1_Z3_Rail_C',3.6
BP_Curve_U90_Borderless_Caved_X4_Y1_Z4_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X4_Y1_Z4/Proxy/SM_Curve_U90_Borderless_Caved_X4_Y1_Z4_Proxy_BR.SM_Curve_U90_Borderless_Caved_X4_Y1_Z4_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X4_Y1_Z4/Proxy/SM_Curve_U90_Borderless_Caved_X4_Y1_Z4_Proxy_BL.SM_Curve_U90_Borderless_Caved_X4_Y1_Z4_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=0,Z=4),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/U90/Borderless_Caved/Curve_U90_Borderless_Caved_X4_Y1_Z4/BP_Curve_U90_Borderless_Caved_X4_Y1_Z4_Rail.BP_Curve_U90_Borderless_Caved_X4_Y1_Z4_Rail_C',5
BP_Curve_U90_Borderless_L_X1_Y1_Z1_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X1_Y1_Z1/Proxy/SM_Curve_U90_X1_Y1_Z1_Proxy_B.SM_Curve_U90_X1_Y1_Z1_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X1_Y1_Z1/Proxy/SM_Curve_U90_X1_Y1_Z1_Proxy_R.SM_Curve_U90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/U90/Borderless_L/Curve_U90_Borderless_L_X1_Y1_Z1/BP_Curve_U90_Borderless_L_X1_Y1_Z1_Rail.BP_Curve_U90_Borderless_L_X1_Y1_Z1_Rail_C',2
BP_Curve_U90_Borderless_L_X2_Y1_Z2_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X2_Y1_Z2/Proxy/SM_Curve_U90_X2_Y1_Z2_Proxy_B.SM_Curve_U90_X2_Y1_Z2_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X2_Y1_Z2/Proxy/SM_Curve_U90_X2_Y1_Z2_Proxy_R.SM_Curve_U90_X2_Y1_Z2_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=2),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",None,2.6
BP_Curve_U90_Borderless_L_X3_Y1_Z3_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X3_Y1_Z3/Proxy/SM_Curve_U90_X3_Y1_Z3_Proxy_B.SM_Curve_U90_X3_Y1_Z3_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X3_Y1_Z3/Proxy/SM_Curve_U90_X3_Y1_Z3_Proxy_R.SM_Curve_U90_X3_Y1_Z3_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=0,Z=3),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",None,3.6
BP_Curve_U90_Borderless_L_X4_Y1_Z4_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X4_Y1_Z4/Proxy/SM_Curve_U90_X4_Y1_Z4_Proxy_B.SM_Curve_U90_X4_Y1_Z4_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X4_Y1_Z4/Proxy/SM_Curve_U90_X4_Y1_Z4_Proxy_R.SM_Curve_U90_X4_Y1_Z4_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=0,Z=4),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",None,5
BP_Curve_U90_Borderless_R_X1_Y1_Z1_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X1_Y1_Z1/Proxy/SM_Curve_U90_X1_Y1_Z1_Proxy_B.SM_Curve_U90_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X1_Y1_Z1/Proxy/SM_Curve_U90_X1_Y1_Z1_Proxy_L.SM_Curve_U90_X1_Y1_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=0,Z=1),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/U90/Borderless_R/Curve_U90_Borderless_R_X1_Y1_Z1/BP_Curve_U90_Borderless_R_X1_Y1_Z1_Rail.BP_Curve_U90_Borderless_R_X1_Y1_Z1_Rail_C',2
BP_Curve_U90_Borderless_R_X2_Y1_Z2_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X2_Y1_Z2/Proxy/SM_Curve_U90_X2_Y1_Z2_Proxy_B.SM_Curve_U90_X2_Y1_Z2_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X2_Y1_Z2/Proxy/SM_Curve_U90_X2_Y1_Z2_Proxy_L.SM_Curve_U90_X2_Y1_Z2_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=2),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",None,2.6
BP_Curve_U90_Borderless_R_X3_Y1_Z3_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X3_Y1_Z3/Proxy/SM_Curve_U90_X3_Y1_Z3_Proxy_B.SM_Curve_U90_X3_Y1_Z3_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X3_Y1_Z3/Proxy/SM_Curve_U90_X3_Y1_Z3_Proxy_L.SM_Curve_U90_X3_Y1_Z3_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=0,Z=3),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",None,3.6
BP_Curve_U90_Borderless_R_X4_Y1_Z4_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X4_Y1_Z4/Proxy/SM_Curve_U90_X4_Y1_Z4_Proxy_B.SM_Curve_U90_X4_Y1_Z4_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/U90/Normal/Curve_U90_X4_Y1_Z4/Proxy/SM_Curve_U90_X4_Y1_Z4_Proxy_L.SM_Curve_U90_X4_Y1_Z4_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=0,Z=4),Rotation=(Pitch=90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",None,5
BP_Curve_D90_X2_Y1_Z2_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X2_Y1_Z2/Proxy/SM_Curve_D90_X2_Y1_Z2_Proxy_B.SM_Curve_D90_X2_Y1_Z2_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X2_Y1_Z2/Proxy/SM_Curve_D90_X2_Y1_Z2_Proxy_L.SM_Curve_D90_X2_Y1_Z2_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X2_Y1_Z2/Proxy/SM_Curve_D90_X2_Y1_Z2_Proxy_R.SM_Curve_D90_X2_Y1_Z2_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=-2),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X2_Y1_Z2/BP_Curve_D90_X2_Y1_Z2_Rail.BP_Curve_D90_X2_Y1_Z2_Rail_C',3.25
BP_Curve_D90_X3_Y1_Z3_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X3_Y1_Z3/Proxy/SM_Curve_D90_X3_Y1_Z3_Proxy_B.SM_Curve_D90_X3_Y1_Z3_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X3_Y1_Z3/Proxy/SM_Curve_D90_X3_Y1_Z3_Proxy_L.SM_Curve_D90_X3_Y1_Z3_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X3_Y1_Z3/Proxy/SM_Curve_D90_X3_Y1_Z3_Proxy_R.SM_Curve_D90_X3_Y1_Z3_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=0,Z=-3),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X3_Y1_Z3/BP_Curve_D90_X3_Y1_Z3_Rail.BP_Curve_D90_X3_Y1_Z3_Rail_C',4.5
BP_Curve_D90_X4_Y1_Z4_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X4_Y1_Z4/Proxy/SM_Curve_D90_X4_Y1_Z4_Proxy_B.SM_Curve_D90_X4_Y1_Z4_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X4_Y1_Z4/Proxy/SM_Curve_D90_X4_Y1_Z4_Proxy_L.SM_Curve_D90_X4_Y1_Z4_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X4_Y1_Z4/Proxy/SM_Curve_D90_X4_Y1_Z4_Proxy_R.SM_Curve_D90_X4_Y1_Z4_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=0,Z=-4),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X4_Y1_Z4/BP_Curve_D90_X4_Y1_Z4_Rail.BP_Curve_D90_X4_Y1_Z4_Rail_C',6.25
BP_Curve_D90_Borderless_X2_Y1_Z2_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X2_Y1_Z2/Proxy/SM_Curve_D90_X2_Y1_Z2_Proxy_B.SM_Curve_D90_X2_Y1_Z2_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=-2),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Borderless/Curve_D90_Borderless_X2_Y1_Z2/BP_Curve_D90_Borderless_X2_Y1_Z2_Rail.BP_Curve_D90_Borderless_X2_Y1_Z2_Rail_C',7.15
BP_Curve_D90_Borderless_X3_Y1_Z3_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X3_Y1_Z3/Proxy/SM_Curve_D90_X3_Y1_Z3_Proxy_B.SM_Curve_D90_X3_Y1_Z3_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=0,Z=-3),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Borderless/Curve_D90_Borderless_X3_Y1_Z3/BP_Curve_D90_Borderless_X3_Y1_Z3_Rail.BP_Curve_D90_Borderless_X3_Y1_Z3_Rail_C',9.9
BP_Curve_D90_Borderless_X4_Y1_Z4_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X4_Y1_Z4/Proxy/SM_Curve_D90_X4_Y1_Z4_Proxy_B.SM_Curve_D90_X4_Y1_Z4_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=0,Z=-4),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Borderless/Curve_D90_Borderless_X4_Y1_Z4/BP_Curve_D90_Borderless_X4_Y1_Z4_Rail.BP_Curve_D90_Borderless_X4_Y1_Z4_Rail_C',13.75
BP_Curve_D90_Borderless_Caved_X2_Y1_Z2_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X2_Y1_Z2/Proxy/SM_Curve_D90_Borderless_Caved_X2_Y1_Z2_Proxy_BR.SM_Curve_D90_Borderless_Caved_X2_Y1_Z2_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X2_Y1_Z2/Proxy/SM_Curve_D90_Borderless_Caved_X2_Y1_Z2_Proxy_BL.SM_Curve_D90_Borderless_Caved_X2_Y1_Z2_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=-2),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X2_Y1_Z2/BP_Curve_D90_Borderless_Caved_X2_Y1_Z2_Rail.BP_Curve_D90_Borderless_Caved_X2_Y1_Z2_Rail_C',4.55
BP_Curve_D90_Borderless_Caved_X3_Y1_Z3_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X3_Y1_Z3/Proxy/SM_Curve_D90_Borderless_Caved_X3_Y1_Z3_Proxy_BR.SM_Curve_D90_Borderless_Caved_X3_Y1_Z3_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X3_Y1_Z3/Proxy/SM_Curve_D90_Borderless_Caved_X3_Y1_Z3_Proxy_BL.SM_Curve_D90_Borderless_Caved_X3_Y1_Z3_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=0,Z=-3),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X3_Y1_Z3/BP_Curve_D90_Borderless_Caved_X3_Y1_Z3_Rail.BP_Curve_D90_Borderless_Caved_X3_Y1_Z3_Rail_C',6.3
BP_Curve_D90_Borderless_Caved_X4_Y1_Z4_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X4_Y1_Z4/Proxy/SM_Curve_D90_Borderless_Caved_X4_Y1_Z4_Proxy_BR.SM_Curve_D90_Borderless_Caved_X4_Y1_Z4_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X4_Y1_Z4/Proxy/SM_Curve_D90_Borderless_Caved_X4_Y1_Z4_Proxy_BL.SM_Curve_D90_Borderless_Caved_X4_Y1_Z4_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=0,Z=-4),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Borderless_Caved/Curve_D90_Borderless_Caved_X4_Y1_Z4/BP_Curve_D90_Borderless_Caved_X4_Y1_Z4_Rail.BP_Curve_D90_Borderless_Caved_X4_Y1_Z4_Rail_C',8.75
BP_Curve_D90_Borderless_L_X2_Y1_Z2_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X2_Y1_Z2/Proxy/SM_Curve_D90_X2_Y1_Z2_Proxy_B.SM_Curve_D90_X2_Y1_Z2_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X2_Y1_Z2/Proxy/SM_Curve_D90_X2_Y1_Z2_Proxy_R.SM_Curve_D90_X2_Y1_Z2_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=0,Z=-2),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Borderless_L/Curve_D90_Borderless_L_X2_Y1_Z2/BP_Curve_D90_Borderless_L_X2_Y1_Z2_Rail.BP_Curve_D90_Borderless_L_X2_Y1_Z2_Rail_C',4.55
BP_Curve_D90_Borderless_L_X3_Y1_Z3_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X3_Y1_Z3/Proxy/SM_Curve_D90_X3_Y1_Z3_Proxy_B.SM_Curve_D90_X3_Y1_Z3_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/D90/Normal/Curve_D90_X3_Y1_Z3/Proxy/SM_Curve_D90_X3_Y1_Z3_Proxy_R.SM_Curve_D90_X3_Y1_Z3_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=0,Z=-3),Rotation=(Pitch=-90.000000,Yaw=0.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/D90/Borderless_L/Curve_D90_Borderless_L_X3_Y1_Z3/BP_Curve_D90_Borderless_L_X3_Y1_Z3_Rail.BP_Curve_D90_Borderless_L_X3_Y1_Z3_Rail_C',6.3
